"accession","biosample_acc","length","genome_region","host","country","isolation","collection_date","release_date","name"
"AYA82371","","251","vp24","","Sierra Leone","","2014/09/21","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1100"
"AYA82372","","2212","L","","Sierra Leone","","2014/09/21","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1100"
"AYA82373","","739","NP","","Sierra Leone","","2014/09/21","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1105"
"AYA82374","","340","vp35","","Sierra Leone","","2014/09/21","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1105"
"AYA82375","","326","vp40","","Sierra Leone","","2014/09/21","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1105"
"AYA82376","","676","GP-Spike","","Sierra Leone","","2014/09/21","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1105"
"AYA82377","","364","GP-Small","","Sierra Leone","","2014/09/21","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1105"
"AYA82378","","297","GP-Second","","Sierra Leone","","2014/09/21","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1105"
"AYA82379","","288","vp30","","Sierra Leone","","2014/09/21","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1105"
"AYA82380","","251","vp24","","Sierra Leone","","2014/09/21","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1105"
"AYA82381","","2212","L","","Sierra Leone","","2014/09/21","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1105"
"AYA82382","","739","NP","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1109"
"AYA82383","","340","vp35","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1109"
"AYA82384","","326","vp40","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1109"
"AYA82385","","676","GP-Spike","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1109"
"AYA82386","","364","GP-Small","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1109"
"AYA82387","","297","GP-Second","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1109"
"AYA82388","","288","vp30","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1109"
"AYA82389","","251","vp24","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1109"
"AYA82390","","2212","L","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1109"
"AYA82391","","322","vp35","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1123"
"AYA82392","","326","vp40","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1123"
"AYA82393","","676","GP-Spike","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1123"
"AYA82394","","364","GP-Small","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1123"
"AYA82395","","297","GP-Second","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1123"
"AYA82396","","288","vp30","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1123"
"AYA82397","","198","vp24","","Sierra Leone","","2014/09/19","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1123"
"AYA82398","","739","NP","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1136"
"AYA82399","","340","vp35","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1136"
"AYA82400","","326","vp40","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1136"
"AYA82401","","676","GP-Spike","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1136"
"AYA82402","","364","GP-Small","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1136"
"AYA82403","","297","GP-Second","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1136"
"AYA82404","","288","vp30","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1136"
"AYA82405","","251","vp24","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1136"
"AYA82406","","2212","L","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1136"
"AYA82407","","739","NP","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1142"
"AYA82408","","340","vp35","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1142"
"AYA82409","","326","vp40","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1142"
"AYA82410","","676","GP-Spike","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1142"
"AYA82411","","364","GP-Small","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1142"
"AYA82412","","297","GP-Second","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1142"
"AYA82413","","288","vp30","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1142"
"AYA82414","","251","vp24","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1142"
"AYA82415","","2212","L","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1142"
"AYA82416","","739","NP","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1143"
"AYA82417","","340","vp35","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1143"
"AYA82418","","326","vp40","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1143"
"AYA82419","","676","GP-Spike","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1143"
"AYA82420","","364","GP-Small","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1143"
"AYA82421","","297","GP-Second","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1143"
"AYA82422","","288","vp30","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1143"
"AYA82423","","251","vp24","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1143"
"AYA82424","","2212","L","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1143"
"AYA82425","","739","NP","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1147"
"AYA82426","","340","vp35","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1147"
"AYA82427","","326","vp40","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1147"
"AYA82428","","676","GP-Spike","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1147"
"AYA82429","","364","GP-Small","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1147"
"AYA82430","","297","GP-Second","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1147"
"AYA82431","","288","vp30","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1147"
"AYA82432","","251","vp24","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1147"
"AYA82433","","2153","L","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1147"
"AYA82434","","739","NP","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1148"
"AYA82435","","340","vp35","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1148"
"AYA82436","","326","vp40","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1148"
"AYA82437","","676","GP-Spike","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1148"
"AYA82438","","364","GP-Small","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1148"
"AYA82439","","297","GP-Second","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1148"
"AYA82440","","288","vp30","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1148"
"AYA82441","","251","vp24","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1148"
"AYA82442","","2212","L","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1148"
"AYA82443","","739","NP","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1156"
"AYA82444","","340","vp35","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1156"
"AYA82445","","326","vp40","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1156"
"AYA82446","","676","GP-Spike","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1156"
"AYA82447","","364","GP-Small","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1156"
"AYA82448","","297","GP-Second","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1156"
"AYA82449","","288","vp30","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1156"
"AYA82450","","251","vp24","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1156"
"AYA82451","","2212","L","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1156"
"AYA82452","","739","NP","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1167"
"AYA82453","","340","vp35","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1167"
"AYA82454","","326","vp40","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1167"
"AYA82455","","676","GP-Spike","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1167"
"AYA82456","","364","GP-Small","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1167"
"AYA82457","","297","GP-Second","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1167"
"AYA82458","","288","vp30","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1167"
"AYA82459","","379","vp24","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1167"
"AYA82460","","739","NP","","Sierra Leone","","2014/09/20","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1201"
"AYA82461","","340","vp35","","Sierra Leone","","2014/09/20","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1201"
"AYA82462","","326","vp40","","Sierra Leone","","2014/09/20","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1201"
"AYA82463","","676","GP-Spike","","Sierra Leone","","2014/09/20","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1201"
"AYA82464","","364","GP-Small","","Sierra Leone","","2014/09/20","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1201"
"AYA82465","","297","GP-Second","","Sierra Leone","","2014/09/20","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1201"
"AYA82466","","288","vp30","","Sierra Leone","","2014/09/20","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1201"
"AYA82467","","251","vp24","","Sierra Leone","","2014/09/20","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1201"
"AYA82468","","2212","L","","Sierra Leone","","2014/09/20","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1201"
"AYA82469","","739","NP","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1209"
"AYA82470","","340","vp35","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1209"
"AYA82471","","326","vp40","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1209"
"AYA82472","","676","GP-Spike","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1209"
"AYA82473","","364","GP-Small","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1209"
"AYA82474","","297","GP-Second","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1209"
"AYA82475","","288","vp30","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1209"
"AYA82476","","251","vp24","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1209"
"AYA82477","","2212","L","","Sierra Leone","","2014/09/23","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1209"
"AYA82478","","739","NP","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1227"
"AYA82479","","340","vp35","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1227"
"AYA82480","","326","vp40","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1227"
"AYA82481","","676","GP-Spike","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1227"
"AYA82482","","364","GP-Small","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1227"
"AYA82483","","297","GP-Second","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1227"
"AYA82484","","288","vp30","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1227"
"AYA82485","","251","vp24","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1227"
"AYA82486","","2212","L","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1227"
"AYA82487","","739","NP","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1256"
"AYA82488","","340","vp35","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1256"
"AYA82489","","326","vp40","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1256"
"AYA82490","","676","GP-Spike","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1256"
"AYA82491","","364","GP-Small","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1256"
"AYA82492","","297","GP-Second","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1256"
"AYA82493","","288","vp30","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1256"
"AYA82494","","251","vp24","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1256"
"AYA82495","","2212","L","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1256"
"AYA82496","","739","NP","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1261"
"AYA82497","","340","vp35","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1261"
"AYA82498","","326","vp40","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1261"
"AYA82499","","676","GP-Spike","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1261"
"AYA82500","","364","GP-Small","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1261"
"AYA82501","","297","GP-Second","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1261"
"AYA82502","","288","vp30","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1261"
"AYA82503","","373","vp24","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1261"
"AYA82504","","2212","L","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1261"
"AYA82505","","739","NP","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1272"
"AYA82506","","340","vp35","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1272"
"AYA82507","","326","vp40","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1272"
"AYA82508","","676","GP-Spike","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1272"
"AYA82509","","364","GP-Small","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1272"
"AYA82510","","297","GP-Second","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1272"
"AYA82511","","288","vp30","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1272"
"AYA82512","","251","vp24","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1272"
"AYA82513","","2212","L","","Sierra Leone","","2014/09/22","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1272"
"AYA82514","","739","NP","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1275"
"AYA82515","","321","vp35","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1275"
"AYA82516","","326","vp40","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1275"
"AYA82517","","676","GP-Spike","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1275"
"AYA82518","","364","GP-Small","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1275"
"AYA82519","","297","GP-Second","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1275"
"AYA82520","","288","vp30","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1275"
"AYA82521","","251","vp24","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1275"
"AYA82522","","739","NP","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1317"
"AYA82523","","340","vp35","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1317"
"AYA82524","","326","vp40","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1317"
"AYA82525","","676","GP-Spike","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1317"
"AYA82526","","364","GP-Small","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1317"
"AYA82527","","297","GP-Second","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1317"
"AYA82528","","288","vp30","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1317"
"AYA82529","","251","vp24","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1317"
"AYA82530","","2212","L","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1317"
"AYA82531","","739","NP","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1329"
"AYA82532","","340","vp35","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1329"
"AYA82533","","326","vp40","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1329"
"AYA82534","","676","GP-Spike","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1329"
"AYA82535","","364","GP-Small","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1329"
"AYA82536","","297","GP-Second","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1329"
"AYA82537","","288","vp30","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1329"
"AYA82538","","251","vp24","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1329"
"AYA82539","","2212","L","","Sierra Leone","","2014/09/24","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1329"
"AYA82540","","739","NP","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1396"
"AYA82541","","340","vp35","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1396"
"AYA82542","","313","vp40","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1396"
"AYA82543","","676","GP-Spike","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1396"
"AYA82544","","364","GP-Small","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1396"
"AYA82545","","297","GP-Second","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1396"
"AYA82546","","288","vp30","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1396"
"AYA82547","","251","vp24","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1396"
"AYA82548","","2212","L","","Sierra Leone","","2014/09/25","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1396"
"AYA82549","","739","NP","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1422"
"AYA82550","","340","vp35","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1422"
"AYA82551","","326","vp40","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1422"
"AYA82552","","676","GP-Spike","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1422"
"AYA82553","","364","GP-Small","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1422"
"AYA82554","","297","GP-Second","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1422"
"AYA82555","","288","vp30","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1422"
"AYA82556","","251","vp24","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1422"
"AYA82557","","2212","L","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1422"
"AYA82558","","739","NP","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1430"
"AYA82559","","340","vp35","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1430"
"AYA82560","","326","vp40","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1430"
"AYA82561","","676","GP-Spike","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1430"
"AYA82562","","364","GP-Small","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1430"
"AYA82563","","297","GP-Second","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1430"
"AYA82564","","288","vp30","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1430"
"AYA82565","","251","vp24","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1430"
"AYA82566","","2212","L","","Sierra Leone","","2014/09/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1430"
"AYA82567","","739","NP","","Sierra Leone","","2014/09/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1458"
"AYA82568","","340","vp35","","Sierra Leone","","2014/09/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1458"
"AYA82569","","326","vp40","","Sierra Leone","","2014/09/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1458"
"AYA82570","","676","GP-Spike","","Sierra Leone","","2014/09/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1458"
"AYA82571","","364","GP-Small","","Sierra Leone","","2014/09/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1458"
"AYA82572","","297","GP-Second","","Sierra Leone","","2014/09/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1458"
"AYA82573","","288","vp30","","Sierra Leone","","2014/09/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1458"
"AYA82574","","251","vp24","","Sierra Leone","","2014/09/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1458"
"AYA82575","","2212","L","","Sierra Leone","","2014/09/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1458"
"AYA82576","","739","NP","","Sierra Leone","","2014/09/28","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD1514"
