"accession","biosample_acc","length","genome_region","host","country","isolation","collection_date","release_date","name"
"ALG01405","SAMN04040211","676","GP-Spike","Homo sapiens","Liberia","blood","2014/10/31","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0008, partial genome"
"ALG01406","SAMN04040211","364","GP-Small","Homo sapiens","Liberia","blood","2014/10/31","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0008, partial genome"
"ALG01407","SAMN04040211","297","GP-Second","Homo sapiens","Liberia","blood","2014/10/31","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0008, partial genome"
"ALG01408","SAMN04040211","288","vp30","Homo sapiens","Liberia","blood","2014/10/31","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0008, partial genome"
"ALG01409","SAMN04040211","251","vp24","Homo sapiens","Liberia","blood","2014/10/31","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0008, partial genome"
"ALG01410","SAMN04040211","2212","L","Homo sapiens","Liberia","blood","2014/10/31","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0008, partial genome"
"ALG01312","SAMN04040212","739","NP","Homo sapiens","Liberia","blood","2014/11/06","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0071, partial genome"
"ALG01313","SAMN04040212","340","vp35","Homo sapiens","Liberia","blood","2014/11/06","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0071, partial genome"
"ALG01314","SAMN04040212","326","vp40","Homo sapiens","Liberia","blood","2014/11/06","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0071, partial genome"
"ALG01315","SAMN04040212","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/06","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0071, partial genome"
"ALG01316","SAMN04040212","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/06","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0071, partial genome"
"ALG01317","SAMN04040212","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/06","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0071, partial genome"
"ALG01318","SAMN04040212","288","vp30","Homo sapiens","Liberia","blood","2014/11/06","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0071, partial genome"
"ALG01319","SAMN04040212","251","vp24","Homo sapiens","Liberia","blood","2014/11/06","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0071, partial genome"
"ALG01320","SAMN04040212","2212","L","Homo sapiens","Liberia","blood","2014/11/06","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0071, partial genome"
"ALG01051","SAMN04040213","739","NP","Homo sapiens","Liberia","blood","2014/11/07","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0079, partial genome"
"ALG01052","SAMN04040213","340","vp35","Homo sapiens","Liberia","blood","2014/11/07","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0079, partial genome"
"ALG01053","SAMN04040213","326","vp40","Homo sapiens","Liberia","blood","2014/11/07","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0079, partial genome"
"ALG01054","SAMN04040213","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/07","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0079, partial genome"
"ALG01055","SAMN04040213","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/07","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0079, partial genome"
"ALG01056","SAMN04040213","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/07","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0079, partial genome"
"ALG01057","SAMN04040213","288","vp30","Homo sapiens","Liberia","blood","2014/11/07","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0079, partial genome"
"ALG01058","SAMN04040213","251","vp24","Homo sapiens","Liberia","blood","2014/11/07","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0079, partial genome"
"ALG01059","SAMN04040213","2212","L","Homo sapiens","Liberia","blood","2014/11/07","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0079, partial genome"
"ALG01555","SAMN04040214","739","NP","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0112, partial genome"
"ALG01556","SAMN04040214","340","vp35","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0112, partial genome"
"ALG01557","SAMN04040214","326","vp40","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0112, partial genome"
"ALG01558","SAMN04040214","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0112, partial genome"
"ALG01559","SAMN04040214","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0112, partial genome"
"ALG01560","SAMN04040214","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0112, partial genome"
"ALG01561","SAMN04040214","288","vp30","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0112, partial genome"
"ALG01562","SAMN04040214","251","vp24","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0112, partial genome"
"ALG01563","SAMN04040214","2212","L","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0112, partial genome"
"ALG01042","SAMN04040215","739","NP","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0114, partial genome"
"ALG01043","SAMN04040215","340","vp35","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0114, partial genome"
"ALG01044","SAMN04040215","326","vp40","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0114, partial genome"
"ALG01045","SAMN04040215","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0114, partial genome"
"ALG01046","SAMN04040215","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0114, partial genome"
"ALG01047","SAMN04040215","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0114, partial genome"
"ALG01048","SAMN04040215","288","vp30","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0114, partial genome"
"ALG01049","SAMN04040215","251","vp24","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0114, partial genome"
"ALG01050","SAMN04040215","2212","L","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0114, partial genome"
"ALG00871","SAMN04040216","739","NP","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0115, partial genome"
"ALG00872","SAMN04040216","340","vp35","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0115, partial genome"
"ALG00873","SAMN04040216","326","vp40","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0115, partial genome"
"ALG00874","SAMN04040216","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0115, partial genome"
"ALG00875","SAMN04040216","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0115, partial genome"
"ALG00876","SAMN04040216","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0115, partial genome"
"ALG00877","SAMN04040216","288","vp30","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0115, partial genome"
"ALG00878","SAMN04040216","251","vp24","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0115, partial genome"
"ALG00879","SAMN04040216","2212","L","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0115, partial genome"
"ALG01204","SAMN04040217","739","NP","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0118, partial genome"
"ALG01205","SAMN04040217","340","vp35","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0118, partial genome"
"ALG01206","SAMN04040217","326","vp40","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0118, partial genome"
"ALG01207","SAMN04040217","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0118, partial genome"
"ALG01208","SAMN04040217","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0118, partial genome"
"ALG01209","SAMN04040217","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0118, partial genome"
"ALG01210","SAMN04040217","288","vp30","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0118, partial genome"
"ALG01211","SAMN04040217","251","vp24","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0118, partial genome"
"ALG01212","SAMN04040217","2212","L","Homo sapiens","Liberia","blood","2014/11/10","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0118, partial genome"
"ALG02122","SAMN04040218","739","NP","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0157, partial genome"
"ALG02123","SAMN04040218","340","vp35","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0157, partial genome"
"ALG02124","SAMN04040218","326","vp40","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0157, partial genome"
"ALG02125","SAMN04040218","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0157, partial genome"
"ALG02126","SAMN04040218","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0157, partial genome"
"ALG02127","SAMN04040218","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0157, partial genome"
"ALG02128","SAMN04040218","288","vp30","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0157, partial genome"
"ALG02129","SAMN04040218","251","vp24","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0157, partial genome"
"ALG02130","SAMN04040218","2212","L","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0157, partial genome"
"ALG01528","SAMN04040219","739","NP","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0159, partial genome"
"ALG01529","SAMN04040219","340","vp35","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0159, partial genome"
"ALG01530","SAMN04040219","326","vp40","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0159, partial genome"
"ALG01531","SAMN04040219","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0159, partial genome"
"ALG01532","SAMN04040219","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0159, partial genome"
"ALG01533","SAMN04040219","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0159, partial genome"
"ALG01534","SAMN04040219","288","vp30","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0159, partial genome"
"ALG01535","SAMN04040219","251","vp24","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0159, partial genome"
"ALG01536","SAMN04040219","2212","L","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0159, partial genome"
"ALG01915","SAMN04040220","739","NP","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0160, partial genome"
"ALG01916","SAMN04040220","340","vp35","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0160, partial genome"
"ALG01917","SAMN04040220","326","vp40","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0160, partial genome"
"ALG01918","SAMN04040220","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0160, partial genome"
"ALG01919","SAMN04040220","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0160, partial genome"
"ALG01920","SAMN04040220","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0160, partial genome"
"ALG01921","SAMN04040220","288","vp30","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0160, partial genome"
"ALG01922","SAMN04040220","251","vp24","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0160, partial genome"
"ALG01923","SAMN04040220","2212","L","Homo sapiens","Liberia","blood","2014/11/13","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0160, partial genome"
"ALG01096","SAMN04040221","739","NP","Homo sapiens","Liberia","blood","2014/11/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0177, partial genome"
"ALG01097","SAMN04040221","340","vp35","Homo sapiens","Liberia","blood","2014/11/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0177, partial genome"
"ALG01098","SAMN04040221","326","vp40","Homo sapiens","Liberia","blood","2014/11/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0177, partial genome"
"ALG01099","SAMN04040221","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0177, partial genome"
"ALG01100","SAMN04040221","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0177, partial genome"
"ALG01101","SAMN04040221","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0177, partial genome"
"ALG01102","SAMN04040221","288","vp30","Homo sapiens","Liberia","blood","2014/11/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0177, partial genome"
"ALG01103","SAMN04040221","251","vp24","Homo sapiens","Liberia","blood","2014/11/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0177, partial genome"
"ALG01104","SAMN04040221","2212","L","Homo sapiens","Liberia","blood","2014/11/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0177, partial genome"
"ALG01582","SAMN04040222","739","NP","Homo sapiens","Liberia","blood","2014/11/17","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0229, partial genome"
"ALG01583","SAMN04040222","340","vp35","Homo sapiens","Liberia","blood","2014/11/17","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0229, partial genome"
"ALG01584","SAMN04040222","326","vp40","Homo sapiens","Liberia","blood","2014/11/17","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0229, partial genome"
"ALG01585","SAMN04040222","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/17","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0229, partial genome"
"ALG01586","SAMN04040222","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/17","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0229, partial genome"
"ALG01587","SAMN04040222","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/17","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0229, partial genome"
"ALG01588","SAMN04040222","288","vp30","Homo sapiens","Liberia","blood","2014/11/17","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0229, partial genome"
"ALG01589","SAMN04040222","251","vp24","Homo sapiens","Liberia","blood","2014/11/17","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0229, partial genome"
"ALG01590","SAMN04040222","2212","L","Homo sapiens","Liberia","blood","2014/11/17","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0229, partial genome"
"ALG01105","SAMN04040223","739","NP","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0279, partial genome"
"ALG01106","SAMN04040223","340","vp35","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0279, partial genome"
"ALG01107","SAMN04040223","326","vp40","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0279, partial genome"
"ALG01108","SAMN04040223","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0279, partial genome"
"ALG01109","SAMN04040223","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0279, partial genome"
"ALG01110","SAMN04040223","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0279, partial genome"
"ALG01111","SAMN04040223","288","vp30","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0279, partial genome"
"ALG01112","SAMN04040223","251","vp24","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0279, partial genome"
"ALG01113","SAMN04040223","2212","L","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0279, partial genome"
"ALG01537","SAMN04040224","739","NP","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0284, partial genome"
"ALG01538","SAMN04040224","340","vp35","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0284, partial genome"
"ALG01539","SAMN04040224","326","vp40","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0284, partial genome"
"ALG01540","SAMN04040224","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0284, partial genome"
"ALG01541","SAMN04040224","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0284, partial genome"
"ALG01542","SAMN04040224","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0284, partial genome"
"ALG01543","SAMN04040224","288","vp30","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0284, partial genome"
"ALG01544","SAMN04040224","251","vp24","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0284, partial genome"
"ALG01545","SAMN04040224","2212","L","Homo sapiens","Liberia","blood","2014/11/22","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0284, partial genome"
"ALG01663","SAMN04040225","739","NP","Homo sapiens","Liberia","blood","2014/11/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0350, partial genome"
"ALG01664","SAMN04040225","340","vp35","Homo sapiens","Liberia","blood","2014/11/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0350, partial genome"
"ALG01665","SAMN04040225","326","vp40","Homo sapiens","Liberia","blood","2014/11/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0350, partial genome"
"ALG01666","SAMN04040225","676","GP-Spike","Homo sapiens","Liberia","blood","2014/11/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0350, partial genome"
"ALG01667","SAMN04040225","364","GP-Small","Homo sapiens","Liberia","blood","2014/11/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0350, partial genome"
"ALG01668","SAMN04040225","297","GP-Second","Homo sapiens","Liberia","blood","2014/11/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0350, partial genome"
"ALG01669","SAMN04040225","288","vp30","Homo sapiens","Liberia","blood","2014/11/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0350, partial genome"
"ALG01670","SAMN04040225","251","vp24","Homo sapiens","Liberia","blood","2014/11/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0350, partial genome"
"ALG01671","SAMN04040225","2212","L","Homo sapiens","Liberia","blood","2014/11/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR0350, partial genome"
